"id", "catalog_number", "description"
"8187","UC311","AMI UC311 55MM HEAVY DUTY WIDE SET SCREW BEAR RING BRG SET-SCREW LOCK"
"7877","UK213+HS2313","AMI UK213+HS2313 2-3/8 NORMAL DUTY WIDE ADAPTER SLEE LOCKINGBEARING (W/ADAPTER)"
"7876","UK213+HE2313","AMI UK213+HE2313 2-1/4 NORMAL DUTY WIDE ADAPTER SLEE LOCKINGBEARING (W/ADAPTER)"
"7875","UK213+HA2313","AMI UK213+HA2313 2-3/16 NORMAL DUTY WIDE ADAPTER SLE LOCKINGBEARING (W/ADAPTER)"
"7874","UK213+H2313","AMI UK213+H2313 60MM NORMAL DUTY WIDE ADAPTER SLEEV (W/ADAPTER)"
"7634","UCX14-44","AMI UCX14-44 2-3/4 MEDIUM DUTY WIDE SET SCREW BE"
"7633","UCX14-43","AMI UCX14-43 2-11/16 MEDIUM DUTY WIDE SET SCREW"
"7632","UCX14","AMI UCX14 70MM MEDIUM DUTY WIDE SET SCREW BEA"
"7631","UC215-48","AMI UC215-48 3 NORMAL DUTY WIDE SET SCREW BEARIN SET-SCREW LOCK"
"7630","UC215-47","AMI UC215-47 2-15/16 NORMAL DUTY WIDE SET SCREW RINGBEARING SET-SCREW LOCK"
"7629","UC215","AMI UC215 75MM NORMAL DUTY WIDE SET SCREW BEA SET-SCREW LOCK"
"7603","MSER206-19","AMI MSER206-19 1-3/16 STAINLESS NML CYL O.D. SET S RING/NORMAL/S-S LOCK"
"7543","UKX13+HS2313","AMI UKX13+HS2313 2-3/8 MEDIUM DUTY WIDE ADAPTER SLEE DUTY ADAPTER LOCKING"
"7542","UKX13+HE2313","AMI UKX13+HE2313 2-1/4 MEDIUM DUTY WIDE ADAPTER SLEE DUTY ADAPTER LOCKING"
"7541","UKX13+HA2313","AMI UKX13+HA2313 2-3/16 MEDIUM DUTY WIDE ADAPTER SLE DUTY ADAPTER LOCKING"
"7540","UKX13+H2313","AMI UKX13+H2313 60MM MEDIUM DUTY WIDE ADAPTER SLEEV"
"7503","UE205-16MZ20","AMI UE205-16MZ20 1 KANIGEN NORMAL WIDE ACCU-LOC BEAR BRG.-STAINLESS COLLAR"
"6695","UG310-31","AMI UG310-31 1-15/16 HEAVY DUTY WIDE ECCENTRIC C BEARINGECCENTRIC LOCKING COLLAR"
"6694","UG310","AMI UG310 50MM HEAVY DUTY WIDE ECCENTRIC COLL LOCKING COLLAR"
"6560","MB7","AMI MB7 35MM STAINLESS NORMAL NARROW SET SC BEARING W/SET SCREW LOCK"
"6559","UC208C4HR23","AMI UC208C4HR23 40MM NORMAL HIGH TEMP (450 DEG) SET"
"6558","UC208-24C4HR23","AMI UC208-24C4HR23 1-1/2 NORMAL HIGH TEMP (450 DEG) SE"
"6290","UK312+HS2312","AMI UK312+HS2312 2-1/8 HEAVY DUTY WIDE ADAPTER SLEEV DUTY ADAPTER LOCKING"
"6289","UK312+H2312","AMI UK312+H2312 55MM HEAVY DUTY WIDE ADAPTER SLEEVE ADAPTER"
"6227","UC212C4HR5","AMI UC212C4HR5 60MM NORMAL HIGH TEMP (400 DEG) SET"
"6226","UC212-39C4HR5","AMI UC212-39C4HR5 2-7/16 NORMAL HIGH TEMP (400 DEG) S DEGREES)"
"6225","UC212-38C4HR5","AMI UC212-38C4HR5 2-3/8 NORMAL HIGH TEMP (400 DEG) SE"
"6224","UC212-36C4HR5","AMI UC212-36C4HR5 2-1/4 NORMAL HIGH TEMP (400 DEG) SE"
"6187","MUC207-23","AMI MUC207-23 1-7/16 STAINLESS NORMAL WIDE SET SC DUTY SET-SCREW LOCK"
"6186","MUC207-22","AMI MUC207-22 1-3/8 STAINLESS NORMAL WIDE SET SCR DUTY SET-SCREW LOCK"
"6185","MUC207-20RF","AMI MUC207-20RF 1-1/4 STAINLESS NORMAL WIDE SET SCR DUTY SET-SCREW LOCK"
"6184","MUC207-20","AMI MUC207-20 1-1/4 STAINLESS NORMAL WIDE SET SCR DUTY SET-SCREW LOCK"
"6183","MUC207","AMI MUC207 35MM STAINLESS NORMAL WIDE SET SCRE DUTY SET-SCREW LOCK"
"6171","UC312-39","AMI UC312-39 2-7/16 HEAVY DUTY WIDE SET SCREW BE RING BRG SET-SCREW LOCK"
"6170","UC312","AMI UC312 60MM HEAVY DUTY WIDE SET SCREW BEAR RING BRG SET-SCREW LOCK"
"6047","MUC207-21","AMI MUC207-21 1-5/16 STAINLESS NORMAL WIDE SET SC DUTY SET-SCREW LOCK"
"5778","MUC208-24RF","AMI MUC208-24RF 1-1/2 STAINLESS NORMAL WIDE SET SCR DUTY SET-SCREW LOCK"
"5777","MUC208-24","AMI MUC208-24 1-1/2 STAINLESS NORMAL WIDE SET SCR DUTY SET-SCREW LOCK"
"5776","MUC208","AMI MUC208 40MM STAINLESS NORMAL WIDE SET SCRE DUTY SET-SCREW LOCK"
"5469","UC209C4HR23","AMI UC209C4HR23 45MM NORMAL HIGH TEMP (450 DEG) SET"
"5468","UC209-28C4HR23","AMI UC209-28C4HR23 1-3/4 NORMAL HIGH TEMP (450 DEG) SE"
"5467","UC209-27C4HR23","AMI UC209-27C4HR23 1-11/16 NORMAL HIGH TEMP (450 DEG) DEGREES)"
"5466","UC209-26C4HR23","AMI UC209-26C4HR23 1-5/8 NORMAL HIGH TEMP (450 DEG) SE"
"5454","UCX15-48","AMI UCX15-48 3 MEDIUM DUTY WIDE SET SCREW BEARIN"
"5453","UCX15-47","AMI UCX15-47 2-15/16 MEDIUM DUTY WIDE SET SCREW"
"5452","UCX15","AMI UCX15 75MM MEDIUM DUTY WIDE SET SCREW BEA"
"5413","MUC207-23RF","AMI MUC207-23RF 1-7/16 STAINLESS NORMAL WIDE SET SC SEAL NORMAL DTY SET SCREW"
"5004","UC213C4HR5","AMI UC213C4HR5 65MM NORMAL HIGH TEMP (400 DEG) SET"
"5003","UC213-40C4HR5","AMI UC213-40C4HR5 2-1/2 NORMAL HIGH TEMP (400 DEG) SE"
"4998","MSER207-23","AMI MSER207-23 1-7/16 STAINLESS NML CYL O.D. SET S RING/NORMAL/S-S LOCK"
"4997","MSER207-20","AMI MSER207-20 1-1/4 STAINLESS NML CYL O.D. SET SC RING/MORMAL/S-S LOCK"
"4991","UKX15+HA2315","AMI UKX15+HA2315 2-7/16 MEDIUM DUTY WIDE ADAPTER SLE DUTY ADAPTER LOCKING"
"4990","UKX15+HE2315","AMI UKX15+HE2315 2-1/2 MEDIUM DUTY WIDE ADAPTER SLEE DUTY ADAPTER LOCKING"
"4989","UKX15+H2315","AMI UKX15+H2315 65MM MEDIUM DUTY WIDE ADAPTER SLEEV ADAPTER LOCKING"
"4976","UK313+H2313","AMI UK313+H2313 60MM HEAVY DUTY WIDE ADAPTER SLEEVE SLEEVEBEARING"
"4966","UK313+HS2313","AMI UK313+HS2313 2-3/8 HEAVY DUTY WIDE ADAPTER SLEEV DUTY ADAPTER LOCKING"
"4965","UK313+HE2313","AMI UK313+HE2313 2-1/4 HEAVY DUTY WIDE ADAPTER SLEEV DUTY ADAPTER LOCKING"
"4964","UC313-40","AMI UC313-40 2-1/2 HEAVY DUTY WIDE SET SCREW BEA RING BRG SET-SCREW LOCK"
"4963","UC313","AMI UC313 65MM HEAVY DUTY WIDE SET SCREW BEAR RING BRG SET-SCREW LOCK"
"4962","MUC209-28","AMI MUC209-28 1-3/4 STAINLESS NORMAL WIDE SET SCR DUTY SET-SCREW LOCK"
"4961","MUC209-27","AMI MUC209-27 1-11/16 STAINLESS NORMAL WIDE SET S DUTY SET-SCREW LOCK"
"4960","MUC209","AMI MUC209 45MM STAINLESS NORMAL WIDE SET SCRE DUTY SET-SCREW LOCK"
"4950","UC210C4HR23","AMI UC210C4HR23 50MM NORMAL HIGH TEMP (450 DEG) SET"
"4949","UC210-32C4HR23","AMI UC210-32C4HR23 2 NORMAL HIGH TEMP (450 DEG) SET SC"
"4948","UC210-31C4HR23","AMI UC210-31C4HR23 1-15/16 NORMAL HIGH TEMP (450 DEG) DEGREES)"
"4947","UC210-30C4HR23","AMI UC210-30C4HR23 1-7/8 NORMAL HIGH TEMP (450 DEG) SE"
"4916","UC216","AMI UC216 80MM NORMAL DUTY WIDE SET SCREW BEA SET-SCREW LOCK"
"4652","UG311-35","AMI UG311-35 2-3/16 HEAVY DUTY WIDE ECCENTRIC CO LOCKING COLLAR"
"4651","UG311","AMI UG311 55MM HEAVY DUTY WIDE ECCENTRIC COLL"
"4641","UK215+HA2315","AMI UK215+HA2315 2-7/16 NORMAL DUTY WIDE ADAPTER SLE"
"4640","UK215+HE2315","AMI UK215+HE2315 2-1/2 NORMAL DUTY WIDE ADAPTER SLEE LOCKINGBEARING (W/ADAPTER)"
"4639","UK215+H2315","AMI UK215+H2315 65MM NORMAL DUTY WIDE ADAPTER SLEEV (W/ADAPTER)"
"4389","MUC210-32","AMI MUC210-32 2 STAINLESS NORMAL WIDE SET SCREW B DUTY SET-SCREW LOCK"
"4388","MUC210-31","AMI MUC210-31 1-15/16 STAINLESS NORMAL WIDE SET S DUTY SET-SCREW LOCK"
"4387","MUC210-30","AMI MUC210-30 1-7/8 STAINLESS NORMAL WIDE SET SCR DUTY SET-SCREW LOCK"
"4386","MUC210","AMI MUC210 50MM STAINLESS NORMAL WIDE SET SCRE DUTY SET-SCREW LOCK"
"4380","UCX16-51","AMI UCX16-51 3-3/16 MEDIUM DUTY WIDE SET SCREW B"
"4379","UCX16","AMI UCX16 80MM MEDIUM DUTY WIDE SET SCREW BEA"
"4172","UC214-44C4HR5","AMI UC214-44C4HR5 2-3/4 NORMAL HIGH TEMP (400 DEG) SE"
"4171","UC214C4HR5","AMI UC214C4HR5 70MM NORMAL HIGH TEMP (400 DEG) SET"
"4170","UC214-43C4HR5","AMI UC214-43C4HR5 2-11/16 NORMAL HIGH TEMP (400 DEG) DEGREES)"
"4046","UE206-20MZ20","AMI UE206-20MZ20 1-1/4 KANIGEN NORMAL WIDE ACCU-LOC LOCKING"
"3869","UC217-55","AMI UC217-55 3-7/16 NORMAL DUTY WIDE SET SCREW B RINGBEARING SET-SCREW LOCK"
"3866","UC217-52","AMI UC217-52 3-1/4 NORMAL DUTY WIDE SET SCREW BE SET-SCREW LOCK"
"3865","UC217","AMI UC217 85MM NORMAL DUTY WIDE SET SCREW BEA SET-SCREW LOCK"
"3796","UKX16+HE2316","AMI UKX16+HE2316 2-3/4 MEDIUM DUTY WIDE ADAPTER SLEE DUTY ADAPTER LOCKING"
"3795","UKX16+H2316","AMI UKX16+H2316 70MM MEDIUM DUTY WIDE ADAPTER SLEEV ADAPTER LOCKING"
"3760","UK216+HE2316","AMI UK216+HE2316 2-3/4 NORMAL DUTY WIDE ADAPTER SLEE LOCKINGBEARING (W/ADAPTER)"
"3759","UK216+H2316","AMI UK216+H2316 70MM NORMAL DUTY WIDE ADAPTER SLEEV (W/ADAPTER)"
"3709","MSER208-24","AMI MSER208-24 1-1/2 STAINLESS NML CYL O.D. SET SC BEARINGW/SNAP RING/NORMAL/S-S LOCK"
"3308","UCX17-55","AMI UCX17-55 3-7/16 MEDIUM DUTY WIDE SET SCREW B"
"3307","UCX17-52","AMI UCX17-52 3-1/4 MEDIUM DUTY WIDE SET SCREW BE"
"3306","UCX17","AMI UCX17 85MM MEDIUM DUTY WIDE SET SCREW BEA"
"3264","UC211C4HR23","AMI UC211C4HR23 55MM NORMAL HIGH TEMP (450 DEG) SET"
"3263","UC211-35C4HR23","AMI UC211-35C4HR23 2-3/16 NORMAL HIGH TEMP (450 DEG) S DEGREES)"
"3262","UC211-34C4HR23","AMI UC211-34C4HR23 2-1/8 NORMAL HIGH TEMP (450 DEG) SE"
"3261","UC211-32C4HR23","AMI UC211-32C4HR23 2 NORMAL HIGH TEMP (450 DEG) SET SC"
"3255","UC215C4HR5","AMI UC215C4HR5 75MM NORMAL HIGH TEMP (400 DEG) SET"
"3254","UC215-48C4HR5","AMI UC215-48C4HR5 3 NORMAL HIGH TEMP (400 DEG) SET SC"
"3253","UC215-47C4HR5","AMI UC215-47C4HR5 2-15/16 NORMAL HIGH TEMP (400 DEG) DEGREES)"
"3212","UG312-39","AMI UG312-39 2-7/16 HEAVY DUTY WIDE ECCENTRIC CO LOCKING COLLAR"
"3211","UG312","AMI UG312 60MM HEAVY DUTY WIDE ECCENTRIC COLL"
"3072","UK315+HA2315","AMI UK315+HA2315 2-7/16 HEAVY DUTY WIDE ADAPTER SLEE BEARING"
"3071","UK315+HE2315","AMI UK315+HE2315 2-1/2 HEAVY DUTY WIDE ADAPTER SLEEV DUTY ADAPTER LOCKING"
"3070","UK315+H2315","AMI UK315+H2315 65MM HEAVY DUTY WIDE ADAPTER SLEEVE"
"3066","UC314-44","AMI UC314-44 2-3/4 HEAVY DUTY WIDE SET SCREW BEA RING BRG SET-SCREW LOCK"
"3065","UC314","AMI UC314 70MM HEAVY DUTY WIDE SET SCREW BEAR RING BRG SET-SCREW LOCK"
"3054","UKX17+HA2317","AMI UKX17+HA2317 2-15/16 MEDIUM DUTY WIDE ADAPTER SL"
"3053","UKX17+HE2317","AMI UKX17+HE2317 3 MEDIUM DUTY WIDE ADAPTER SLEEVE B ADAPTER LOCKING"
"3052","UKX17+H2317","AMI UKX17+H2317 75MM MEDIUM DUTY WIDE ADAPTER SLEEV ADAPTER LOCKING"
"2918","UC218-56","AMI UC218-56 3-1/2 NORMAL DUTY WIDE SET SCREW BE SET-SCREW LOCK"
"2917","UC218","AMI UC218 90MM NORMAL DUTY WIDE SET SCREW BEA SET-SCREW LOCK"
"2884","UK217+HA2317","AMI UK217+HA2317 2-15/16 NORMAL DUTY WIDE ADAPTER SL"
"2883","UK217+HE2317","AMI UK217+HE2317 3 NORMAL DUTY WIDE ADAPTER SLEEVE B (W/ADAPTER)"
"2882","UK217+H2317","AMI UK217+H2317 75MM NORMAL DUTY WIDE ADAPTER SLEEV (W/ADAPTER)"
"2642","UC216C4HR5","AMI UC216C4HR5 80MM NORMAL HIGH TEMP (400 DEG) SET"
"2390","UK316+HE2316","AMI UK316+HE2316 2-3/4 HEAVY DUTY WIDE ADAPTER SLEEV DUTY ADAPTER LOCKING"
"2389","UK316+H2316","AMI UK316+H2316 70MM HEAVY DUTY WIDE ADAPTER SLEEVE ADAPTER LOCKING"
"2388","UC212C4HR23","AMI UC212C4HR23 60MM NORMAL HIGH TEMP (450 DEG) SET"
"2387","UC212-39C4HR23","AMI UC212-39C4HR23 2-7/16 NORMAL HIGH TEMP (450 DEG) S DEGREES)"
"2386","UC212-38C4HR23","AMI UC212-38C4HR23 2-3/8 NORMAL HIGH TEMP (450 DEG) SE 450 F"
"2385","UC212-36C4HR23","AMI UC212-36C4HR23 2-1/4 NORMAL HIGH TEMP (450 DEG) SE"
"2352","UC315-48","AMI UC315-48 3 HEAVY DUTY WIDE SET SCREW BEARING BRG SET-SCREW LOCK"
"2351","UC315-47","AMI UC315-47 2-15/16 HEAVY DUTY WIDE SET SCREW B RING BRG SET-SCREW LOCK"
"2350","UC315","AMI UC315 75MM HEAVY DUTY WIDE SET SCREW BEAR RING BRG SET-SCREW LOCK"
"2309","UCX18-56","AMI UCX18-56 3-1/2 MEDIUM DUTY WIDE SET SCREW BE"
"2308","UCX18","AMI UCX18 90MM MEDIUM DUTY WIDE SET SCREW BEA"
"2252","UK218+HS2318","AMI UK218+HS2318 3-1/8 NORMAL DUTY WIDE ADAPTER SLEE LOCKINGBEARING (W/ADAPTER)"
"2251","UK218+H2318","AMI UK218+H2318 80MM NORMAL DUTY WIDE ADAPTER SLEEV (W/ADAPTER)"
"2149","UC217C4HR5","AMI UC217C4HR5 85MM NORMAL HIGH TEMP (400 DEG) SET"
"2148","UC217-52C4HR5","AMI UC217-52C4HR5 3-1/4 NORMAL HIGH TEMP (400 DEG) SE"
"2099","UKX18+HS2318","AMI UKX18+HS2318 3-1/8 MEDIUM DUTY WIDE ADAPTER SLEE DUTY ADAPTER LOCKING"
"2098","UKX18+H2318","AMI UKX18+H2318 80MM MEDIUM DUTY WIDE ADAPTER SLEEV ADAPTER LOCKING"
"2074","UC213C4HR23","AMI UC213C4HR23 65MM NORMAL HIGH TEMP (450 DEG) SET"
"2073","UC213-40C4HR23","AMI UC213-40C4HR23 2-1/2 NORMAL HIGH TEMP (450 DEG) SE DEGREES)"
"2052","UK317+HA2317","AMI UK317+HA2317 2-15/16 HEAVY DUTY WIDE ADAPTER SLE DUTY ADAPTER LOCKING"
"2051","UK317+HE2317","AMI UK317+HE2317 3 HEAVY DUTY WIDE ADAPTER SLEEVE BE"
"2050","UK317+H2317","AMI UK317+H2317 75MM HEAVY DUTY WIDE ADAPTER SLEEVE"
"2036","UG315-48","AMI UG315-48 3 HEAVY DUTY WIDE ECCENTRIC COLLAR LOCKING COLLAR"
"2035","UG315-47","AMI UG315-47 2-15/16 HEAVY DUTY WIDE ECCENTRIC C BEARINGECCENTRIC LOCKING COLLAR"
"2034","UG315","AMI UG315 75MM HEAVY DUTY WIDE ECCENTRIC COLL"
"1968","UC316-51","AMI UC316-51 3-3/16 HEAVY DUTY WIDE SET SCREW BE RING BRG SET-SCREW LOCK"
"1967","UC316","AMI UC316 80MM HEAVY DUTY WIDE SET SCREW BEAR RING BRG SET-SCREW LOCK"
"1927","UC218C4HR5","AMI UC218C4HR5 90MM NORMAL HIGH TEMP (400 DEG) SET"
"1926","UC218-56C4HR5","AMI UC218-56C4HR5 3-1/2 NORMAL HIGH TEMP (400 DEG) SE"
"1913","UCX20-64","AMI UCX20-64 4 MEDIUM DUTY WIDE SET SCREW BEARIN"
"1912","UCX20-63","AMI UCX20-63 3-15/16 MEDIUM DUTY WIDE SET SCREW"
"1911","UCX20","AMI UCX20 100MM MEDIUM DUTY WIDE SET SCREW BE"
"1901","UK318+HS2318","AMI UK318+HS2318 3-1/8 HEAVY DUTY WIDE ADAPTER SLEEV DUTY ADAPTER LOCKING"
"1900","UK318+H2318","AMI UK318+H2318 80MM HEAVY DUTY WIDE ADAPTER SLEEVE ADAPTER LOCKING"
"1848","UCX13-40C4HR23","AMI UCX13-40C4HR23 2-1/2 MEDIUM HIGH TEMP (450 DEG) SE"
"1830","UKX20+HE2320","AMI UKX20+HE2320 3-1/2 MEDIUM DUTY WIDE ADAPTER SLEE DUTY ADAPTER LOCKING"
"1829","UKX20+HA2320","AMI UKX20+HA2320 3-7/16 MEDIUM DUTY WIDE ADAPTER SLE DUTY ADAPTER LOCKING"
"1828","UKX20+H2320","AMI UKX20+H2320 90MM MEDIUM DUTY WIDE ADAPTER SLEEV ADAPTER LOCKING"
"1827","UC214C4HR23","AMI UC214C4HR23 70MM NORMAL HIGH TEMP (450 DEG) SET"
"1826","UC214-44C4HR23","AMI UC214-44C4HR23 2-3/4 NORMAL HIGH TEMP (450 DEG) SE"
"1825","UC214-43C4HR23","AMI UC214-43C4HR23 2-11/16 NORMAL HIGH TEMP (450 DEG) DEGREES)"
"1809","UC317-52","AMI UC317-52 3-1/4 HEAVY DUTY WIDE SET SCREW BEA RING BRG SET-SCREW LOCK"
"1808","UC317","AMI UC317 85MM HEAVY DUTY WIDE SET SCREW BEAR RING BRG SET-SCREW LOCK"
"1725","UC318-56","AMI UC318-56 3-1/2 HEAVY DUTY WIDE SET SCREW BEA RING BRG SET-SCREW LOCK"
"1724","UC318","AMI UC318 90MM HEAVY DUTY WIDE SET SCREW BEAR RING BRG SET-SCREW LOCK"
"1723","UC215C4HR23","AMI UC215C4HR23 75MM NORMAL HIGH TEMP (450 DEG) SET"
"1722","UC215-48C4HR23","AMI UC215-48C4HR23 3 NORMAL HIGH TEMP (450 DEG) SET SC"
"1721","UC215-47C4HR23","AMI UC215-47C4HR23 2-15/16 NORMAL HIGH TEMP (450 DEG) DEGREES)"
"1677","UK319+HE2319","AMI UK319+HE2319 3-1/4 HEAVY DUTY WIDE ADAPTER SLEEV DUTY ADAPTER LOCKING"
"1676","UK319+H2319","AMI UK319+H2319 85MM HEAVY DUTY WIDE ADAPTER SLEEVE"
"1628","UC319-60","AMI UC319-60 3-3/4 HEAVY DUTY WIDE SET SCREW BEA RING BRG SET-SCREW LOCK"
"1627","UC319","AMI UC319 95MM HEAVY DUTY WIDE SET SCREW BEAR RING BRG SET-SCREW LOCK"
"1603","UC216C4HR23","AMI UC216C4HR23 80MM NORMAL HIGH TEMP (450 DEG) SET"
"1576","UK320+HE2320","AMI UK320+HE2320 3-1/2 HEAVY DUTY WIDE ADAPTER SLEEV DUTY ADAPTER LOCKING"
"1575","UK320+H2320","AMI UK320+H2320 90MM HEAVY DUTY WIDE ADAPTER SLEEVE"
"1498","UC320-64","AMI UC320-64 4 HEAVY DUTY WIDE SET SCREW BEARING BRG SET-SCREW LOCK"
"1497","UC320-63","AMI UC320-63 3-15/16 HEAVY DUTY WIDE SET SCREW B RING BRG SET-SCREW LOCK"
"1496","UC320","AMI UC320 100MM HEAVY DUTY WIDE SET SCREW BEA RING BRG SET-SCREW LOCK"
"1478","UC217C4HR23","AMI UC217C4HR23 85MM NORMAL HIGH TEMP (450 DEG) SET"
"1477","UC217-52C4HR23","AMI UC217-52C4HR23 3-1/4 NORMAL HIGH TEMP (450 DEG) SE"
"1394","UC321","AMI UC321 105MM HEAVY DUTY WIDE SET SCREW BEA RING BRG SET-SCREW LOCK"
"1393","UK322+HE2322","AMI UK322+HE2322 4 HEAVY DUTY WIDE ADAPTER SLEEVE BE"
"1392","UK322+H2322","AMI UK322+H2322 100MM HEAVY DUTY WIDE ADAPTER SLEEV ADAPTER LOCKING"
"1391","UC218C4HR23","AMI UC218C4HR23 90MM NORMAL HIGH TEMP (450 DEG) SET"
"1350","UC322-71","AMI UC322-71 4-7/16 HEAVY DUTY WIDE SET SCREW BE RING BRG SET-SCREW LOCK"
"1349","UC322","AMI UC322 110MM HEAVY DUTY WIDE SET SCREW BEA RING BRG SET-SCREW LOCK"
"1333","UG318","AMI UG318 90MM HEAVY DUTY WIDE ECCENTRIC COLL"
"1300","UK324+H2324","AMI UK324+H2324 110MM HEAVY DUTY WIDE ADAPTER SLEEV ADAPTER LOCKING+"
"1267","UC324","AMI UC324 120MM HEAVY DUTY WIDE SET SCREW BEA RING BRG SET-SCREW LOCK"
"1226","UK326+H2326","AMI UK326+H2326 115MM HEAVY DUTY WIDE ADAPTER SLEEV UNITWITHOUT HOUSING"
"1215","UC326","AMI UC326 130MM HEAVY DUTY WIDE SET SCREW BEA RING BRG SET-SCREW LOCK"
"1192","UK328+H2328","AMI UK328+H2328 125MM HEAVY DUTY WIDE ADAPTER SLEEV ADAPTER LOCKING"
"1182","UC328","AMI UC328 140MM HEAVY DUTY WIDE SET SCREW BEA RING BRG SET-SCREW LOCK"
